OBJECTID,ID,NAME,ADDRESS,DEPARTMENT,INSTALL_YEAR,PS_14,PS_32,VDRVP_W_S,TOTAL_SITE_SERVERS,MONITOR,EXTERIOR_CAM,INTERIOR_CAM,PTZ_CAM,TOTAL_STATIONARY_CAM,TOTAL_SITE_CAMERA,TOTAL_SITE_CAMERA2,AVAILABLE_CAMERA_PORT,WEB_URL,DESCRIPTION,X,Y,LATITUDE,LONGITUDE,OBJECTID_1,POINT_X,POINT_Y,INSTALL_YE,TOTAL_SITE,EXTERIOR_C,INTERIOR_C,TOTAL_STAT,TOTAL_SI_1,TOTAL_SI_2,AVAILABLE_,DESCRIPTIO
,141,CCTV,100 block M St NW,MPD, , , , , , , , , , , , , , ,Neighborhood,399118.6668,137545.534,38.905767,-77.010161,1,,,,,,,,,,,
,142,CCTV,1500 block 1st St SW,MPD, , , , , , , , , , , , , , ,Neighborhood,398948.3372,133787.2747,38.871911,-77.012119,2,,,,,,,,,,,
,143,CCTV,15th & East Capitol St SE,MPD, , , , , , , , , , , , , , ,Neighborhood,401428.790401,135765.157001,38.889728,-76.983531,3,,,,,,,,,,,
,144,CCTV,18th & D St NE,MPD, , , , , , , , , , , , , , ,Neighborhood,401827.3088,136315.948899,38.894689,-76.978936,4,,,,,,,,,,,
,145,CCTV,19th St & Rosedale St NE,MPD, , , , , , , , , , , , , , ,Neighborhood,401987.039799,136567.3093,38.896953,-76.977094,5,,,,,,,,,,,
,146,CCTV,200 block of K St SW ,MPD, , , , , , , , , , , , , , ,Neighborhood,398776.541999,134513.177699,38.87845,-77.0141,6,,,,,,,,,,,
,452, 10S,"I-395, CAMERA DIR - SOUTH",DDOT, , , , , , , , , , , , , , , ,398760.682638,135602.266973,38.888261,-77.014285,7,,,,,,,,,,,
,453,3N,"I-395, CAMERA DIR - NORTH",DDOT, , , , , , , , , , , , , , , ,398800.356981,135535.063492,38.887656,-77.013827,8,,,,,,,,,,,
,454,12S,"I-395, CAMERA DIR - SOUTH",DDOT, , , , , , , , , , , , , , , ,398823.028034,135389.321003,38.886343,-77.013566,9,,,,,,,,,,,
,455,Takoma Community Center,300 Van Buren St. NW,DPR, , , , , , ,1,7,0, ,8, , , , ,398435.640497,144552.480001,38.968887,-77.018052,10,,,,,,,,,,,
,456,Harvard Towers,1845 Harvard St NW,DCHA, , , , , , ,8,41, , , , , , , ,396251.079993,140058.040003,38.928393,-77.043235,11,,,,,,,,,,,
,457,Knox Hill,2700 Jasper St SE,DCHA, , , , , , , ,37, , , , , , , ,402672.649995,131606.429996,38.852262,-76.96921,12,,,,,,,,,,,
,458,Potomac Gardens,1225 G Street SE,DCHA, , , , , , ,19, , , , , , , , ,400934.829994,134805.890003,38.881087,-76.989226,13,,,,,,,,,,,
,459,DCHA HQ,1133 North Capitol St NE,DCHA, , , , , , ,5, , , , , , , , ,399284.909998,137468.439997,38.905073,-77.008244,14,,,,,,,,,,,
,460,Evans Middle School,5600 East Capitol St NE,DCPS,1999, , , , , ,7,44, , ,51, , , , ,406885.340499,135830.53,38.890291,-76.920635,15,,,,,,,,,,,
,461,Logan Annex,215 G Street NE,DCPS,2003, , , , , ,8,6, , ,14, , , , ,399777.369625,136742.120376,38.89853,-77.002566,16,,,,,,,,,,,
,462,Phelps High School,704 26TH Street NE,DCPS,1999, , , , , ,10,79, , ,51, , , , ,402437.6395,137126.77,38.901992,-76.971898,17,,,,,,,,,,,
,463,Wheatley Elementary School,1375 Mount Olivet Road NE,DCPS,1999, , , , , , ,14, , ,74, , , , ,401636.150497,137801.709999,38.908074,-76.981136,18,,,,,,,,,,,
,464,CCTV-0043,Canal Rd. and Foxhall Rd. N.W.,DDOT, , , , , , ,1, , , , , , , , ,393132.801494,137569.248999,38.905954,-77.079173,19,,,,,,,,,,,
,465,Eaton Elementary School,3301 LOWELL STREET NW,DCPS,2005,0,0,1,1,2,7,18,0,25,25,32,7, , ,394293.040495,140540.299996,38.932727,-77.065821,20,,,,,,,,,,,
,466,CCTV-0127,Massachussetts Ave and Whitehaven St N.W.,DDOT, , , , , , ,1, , , , , , , , ,394835.378493,138979.388999,38.918669,-77.059554,21,,,,,,,,,,,
,467,CCTV-0098,Connecticut Ave. and Cathedral N.W.,DDOT, , , , , , ,1, , , , , , , , ,395303.355497,140024.672997,38.928088,-77.054165,22,,,,,,,,,,,
,468,1N,"I-395, CAMERA DIR - NORTH",DDOT, , , , , , , , , , , , , , , ,398905.615445,135326.975604,38.885781,-77.012614,23,,,,,,,,,,,
,469,6S,"I-395, CAMERA DIR - SOUTH",DDOT, , , , , , , , , , , , , , , ,398767.160082,136090.909148,38.892663,-77.014211,24,,,,,,,,,,,
,470,7S,"I-395, CAMERA DIR - SOUTH",DDOT, , , , , , , , , , , , , , , ,398765.54072,135980.38776,38.891667,-77.014229,25,,,,,,,,,,,
,471,6N,"I-395, CAMERA DIR - NORTH",DDOT, , , , , , , , , , , , , , , ,398776.066568,135888.084184,38.890836,-77.014108,26,,,,,,,,,,,
,472,5N,"I-395, CAMERA DIR - NORTH",DDOT, , , , , , , , , , , , , , , ,398778.495607,135777.157959,38.889836,-77.01408,27,,,,,,,,,,,
,473,11S,"I-395, CAMERA DIR - SOUTH",DDOT, , , , , , , , , , , , , , , ,398781.734329,135495.389147,38.887298,-77.014042,28,,,,,,,,,,,
,474,2N,"I-395, CAMERA DIR - NORTH",DDOT, , , , , , , , , , , , , , , ,398845.69909,135428.995346,38.8867,-77.013305,29,,,,,,,,,,,
,475,CCTV-0072,19th St. and K St. N.W.,DDOT, , , , , , ,1, , , , , , , , ,396229.423497,137187.335004,38.902533,-77.043469,30,,,,,,,,,,,
,476,CCTV-0109,17th St. and E St. N.W.,DDOT, , , , , , ,1, , , , , , , , ,396575.4575,136395.211996,38.895398,-77.039476,31,,,,,,,,,,,
,477,CCTV-0107,16th St. and Scott Cir. N.W.,DDOT, , , , , , ,1, , , , , , , , ,396831.056501,137688.829002,38.907053,-77.036536,32,,,,,,,,,,,
,478,CCTV-0115,14th St and H St. N.W.,DDOT, , , , , , ,1, , , , , , , , ,397225.9765,136928.557,38.900205,-77.03198,33,,,,,,,,,,,
,479,CCTV-0116,14th St. and New York Ave N.W.,DDOT, , , , , , ,1, , , , , , , , ,397227.997493,136839.666004,38.899404,-77.031956,34,,,,,,,,,,,
,480,CCTV-0119,13th St. and I St. N.W.,DDOT, , , , , , ,1, , , , , , , , ,397428.262496,137053.188003,38.901328,-77.029648,35,,,,,,,,,,,
,481,Thomson Elementary School,1200 L STREET NW,DCPS,2006,0,1,0,1,2,3,20,0,23,24,32,9, , ,397533.990501,137293.770001,38.903496,-77.02843,36,,,,,,,,,,,
,482,CCTV-0001,Georgia Ave. and New Hampshire Ave. N.W.,DDOT, , , , , , ,1, , , , , , , , ,397892.073495,140939.221997,38.936336,-77.024313,37,,,,,,,,,,,
,483,CCTV-0029, ,DDOT, , , , , , ,1, , , , , , , , ,399885.616496,128166.926,38.821281,-77.001317,38,,,,,,,,,,,
,484,LaSalle Elementary School,501 RIGGS ROAD NE,DCPS,1999,1,0,0,1,1,3,11,0,14,16,14,0, , ,400010.180493,143562.690004,38.959972,-76.999883,39,,,,,,,,,,,
,485,M.L. King Elementary School,3200 6TH STREET SE,DCPS,1999,0,1,0,1,1,2,12,0,14,14,32,18, , ,400152.880497,130516.029998,38.842443,-76.998239,40,,,,,,,,,,,
,486,Rudolph Elementary School,5200 2ND STREET NW,DCPS,2003,0,1,0,1,1,4,10,0,14,14,32,18, , ,398802.190493,142887.489999,38.953889,-77.013819,41,,,,,,,,,,,
,487,King Greenleaf Recreation Center,201 N St. SW,DPR, , , , , , ,2, ,4, ,6, , , , ,398889.939497,134131.94,38.875016,-77.012793,42,,,,,,,,,,,
,488,CCTV-0004,S. Capitol and M St.,DDOT, , , , , , ,1, , , , , , , , ,399210.507493,134293.191004,38.876469,-77.009098,43,,,,,,,,,,,
,489,Lamond Recreation Center,20 Tuckerman St. NE,DPR, , , , , , , , ,0, ,15, , , , ,399286.429501,144429.410003,38.967779,-77.008234,44,,,,,,,,,,,
,490,CCTV-0077,1st St. and H St. N.E.,DDOT, , , , , , ,1, , , , , , , , ,399520.215498,136929.876995,38.900221,-77.005531,45,,,,,,,,,,,
,199,CCTV,5300 block Clay Terrace NE,MPD, , , , , , , , , , , , , , ,Neighborhood,406618.3776,136291.3067,38.894444,-76.923708,46,,,,,,,,,,,
,200,CCTV,2600 block Birney Place SE,MPD, , , , , , , , , , , , , , ,Neighborhood,400266.8988,132113.440899,38.856833,-76.996925,47,,,,,,,,,,,
,201,CCTV,13th Pl SE & Congress St SE,MPD, , , , , , , , , , , , , , ,Neighborhood,401087.089801,130467.276401,38.842003,-76.987478,48,,,,,,,,,,,
,202,CCTV,1500 Block of Butler St SE,MPD, , , , , , , , , , , , , , ,Neighborhood,401400.981399,132596.219699,38.861181,-76.983858,49,,,,,,,,,,,
,203,CCTV,2300 block Pitts Place SE,MPD, , , , , , , , , , , , , , ,Neighborhood,401245.739699,132421.5794,38.859608,-76.985647,50,,,,,,,,,,,
,204,CCTV,2400-2500 block Elvans Rd SE,MPD, , , , , , , , , , , , , , ,Neighborhood,401192.0144,131847.1089,38.854433,-76.986267,51,,,,,,,,,,,
,205,CCTV,2400-2500 block Elvans Rd SE,MPD, , , , , , , , , , , , , , ,Neighborhood,400889.0005,131826.4218,38.854247,-76.989758,52,,,,,,,,,,,
,206,CCTV,4200 block of 4th St SE,MPD, , , , , , , , , , , , , , ,Neighborhood,399937.740899,128793.774801,38.826928,-77.000717,53,,,,,,,,,,,
,207,CCTV,Ainger & Langston Places SE,MPD, , , , , , , , , , , , , , ,Neighborhood,402449.824399,132122.473701,38.856911,-76.971775,54,,,,,,,,,,,
,208,CCTV,Congress St & Savannah Pl SE,MPD, , , , , , , , , , , , , , ,Neighborhood,401255.6683,130561.9902,38.842856,-76.985536,55,,,,,,,,,,,
,209,CCTV,Stevens & Wade Roads SE,MPD, , , , , , , , , , , , , , ,Neighborhood,400169.249399,132275.6198,38.858294,-76.99805,56,,,,,,,,,,,
,210,CCTV,"Wisconsin Ave & M Street, NW",MPD, , , , , , , , , , , , , , ,Homeland Security,394536.4966,137494.863,38.905294,-77.062989,57,,,,,,,,,,,
,211,CCTV,"3600 block of M Street, NW",MPD, , , , , , , , , , , , , , ,Homeland Security,393966.4432,137475.295399,38.905114,-77.069561,58,,,,,,,,,,,
,212,CCTV,200 block of Constitution Ave NW,MPD, , , , , , , , , , , , , , ,Homeland Security,398705.906399,136077.176901,38.892539,-77.014917,59,,,,,,,,,,,
,213,CCTV,19th St & Dupont Cir NW,MPD, , , , , , , , , , , , , , ,Homeland Security,396211.2448,137902.8386,38.908978,-77.043683,60,,,,,,,,,,,
,214,CCTV,1300 block of Wisconsin Ave NW,MPD, , , , , , , , , , , , , , ,Homeland Security,394508.9643,137692.254599,38.907072,-77.063308,61,,,,,,,,,,,
,215,CCTV,Pennsylvania Ave & 15th St NW,MPD, , , , , , , , , , , , , , ,Homeland Security,397110.775899,136541.389201,38.896717,-77.033306,62,,,,,,,,,,,
,216,CCTV,700 block of 19th Str NW,MPD, , , , , , , , , , , , , , ,Homeland Security,396171.4231,136803.2115,38.899072,-77.044136,63,,,,,,,,,,,
,217,CCTV,800 block of Vermont Ave NW,MPD, , , , , , , , , , , , , , ,Homeland Security,396935.269,136948.188499,38.900381,-77.035331,64,,,,,,,,,,,
,218,CCTV,400 block of L’Enfant Plaza SW,MPD, , , , , , , , , , , , , , ,Homeland Security,397762.503301,135280.240201,38.885358,-77.025789,65,,,,,,,,,,,
,219,CCTV,1000 block of Vermont Ave NW,MPD, , , , , , , , , , , , , , ,Homeland Security,397057.067799,137211.453401,38.902753,-77.033928,66,,,,,,,,,,,
,220,CCTV,1100 block of Pennsylvania Ave NW,MPD, , , , , , , , , , , , , , ,Homeland Security,397618.1836,136317.6504,38.894703,-77.027456,67,,,,,,,,,,,
,221,CCTV,1000 block of Nineteenth St North,MPD, , , , , , , , , , , , , , ,Homeland Security,394035.442,136610.268199,38.897322,-77.068758,68,,,,,,,,,,,
,222,CCTV,1000 block of Jefferson Dr SW,MPD, , , , , , , , , , , , , , ,Homeland Security,397790.375199,135667.871501,38.88885,-77.025469,69,,,,,,,,,,,
,223,CCTV,500 block of North Capitol St NW,MPD, , , , , , , , , , , , , , ,Homeland Security,399211.114801,136539.347401,38.896703,-77.009094,70,,,,,,,,,,,
,224,CCTV,300 block of Independence Ave SW,MPD, , , , , , , , , , , , , , ,Homeland Security,398717.431799,135462.635701,38.887003,-77.014783,71,,,,,,,,,,,
,225,CCTV,700 block of 18th St NW,MPD, , , , , , , , , , , , , , ,Homeland Security,396317.9553,136845.991099,38.899458,-77.042447,72,,,,,,,,,,,
,226,CCTV-0095,New York Ave. and Montana Ave. N.E.,DDOT, , , , , , ,1, , , , , , , , ,401867.498497,138812.952995,38.917183,-76.978466,73,,,,,,,,,,,
,227,Gibbs Elementary School,500 19TH STREET NE,DCPS,1999,1,0,0,1,2,3,11,0,14,14,14,0, , ,401946.869495,136540.640004,38.896713,-76.977557,74,,,,,,,,,,,
,228,Langdon Elementary School,1900 EVARTS STREET NE,DCPS,2003,0,1,0,1,1,5,9,0,14,17,32,18, , ,401987.320502,139647.880004,38.924704,-76.977082,75,,,,,,,,,,,
,229,Orr Elementary School,2200 MINNESOTA AVENUE SE,DCPS,2003,0,1,0,1,1,3,11,0,14,14,32,18, , ,402214.230501,133774.839999,38.871797,-76.974484,76,,,,,,,,,,,
,230,CCTV-0021,New York Ave. and Bladensburg Rd. N.E.,DDOT, , , , , , ,1, , , , , , , , ,402389.017498,138835.040999,38.917381,-76.972452,77,,,,,,,,,,,
,231,V Street HQ,3535 V Street NE,DCPS,1999, , , , , ,5,27, , ,32, , , , ,403707.070498,138929.830001,38.91823,-76.957253,78,,,,,,,,,,,
,232,Young Elementary School,820 26TH STREET NE,DCPS,1999,2,0,0,2,2,2,12,0,14,14,28,14, , ,402496.780499,137030.930004,38.901128,-76.971216,79,,,,,,,,,,,
,233,Spingarn Center @ Spingarn Senior High School,2500 BENNING ROAD NE,DCPS, , , , , , ,4,24, , ,28, , , , ,402516.700498,136805.15,38.899094,-76.970987,80,,,,,,,,,,,
,234,Spingarn STAY Senior High School,2500 BENNING ROAD NE,DCPS, , , , , , , , , , , , , , , ,402516.700498,136805.15,38.899094,-76.970987,81,,,,,,,,,,,
,235,Spingarn Senior High School,2500 BENNING ROAD NE,DCPS,1999,0,1,0,1,2,2,12,0,28,48,32,4, , ,402516.700498,136805.15,38.899094,-76.970987,82,,,,,,,,,,,
,236,Garfield Elementary School,2435 ALABAMA AVENUE SE,DCPS,2003,0,1,0,1,1,4,10,0,14,14,32,18, , ,402534.220494,131547.710004,38.851733,-76.970805,83,,,,,,,,,,,
,237,Browne Junior High School,850 26TH STREET NE,DCPS,1999,0,1,0,1,2,3,26,1,28,44,32,3, , ,402544.360501,137194.169997,38.902599,-76.970667,84,,,,,,,,,,,
,238,Browne Center @ Browne Junior High School,850 26TH STREET NE,DCPS, , , , , , , , , , , , , , , ,402544.360501,137194.169997,38.902599,-76.970667,85,,,,,,,,,,,
,239,Stanton Elementary School,2701 NAYLOR ROAD SE,DCPS,1999,1,0,0,1,2,2,12,0,14,14,14,0, , ,402721.561494,132385.544996,38.85928,-76.968643,86,,,,,,,,,,,
,240,Randle Highlands Elementary School,1650 30TH STREET SE,DCPS,2003,0,1,0,1,1,4,15,0,19,26,32,13, , ,403092.380494,133545.150005,38.869725,-76.964366,87,,,,,,,,,,,
,241,CCTV-0092,Rhode Island Ave. and Eastern Ave.,DDOT, , , , , , ,1, , , , , , , , ,403169.847501,140813.251995,38.935198,-76.963439,88,,,,,,,,,,,
,242,Winston Educational Center,3100 ERIE STREET SE,DCPS,1999,0,1,0,1,1,2,14,0,16,16,32,16, , ,403227.9805,132183.19,38.857455,-76.962809,89,,,,,,,,,,,
,243,Hillcrest Recreation Center,3100 Denver St. SE,DPR, , , , , , ,10,5,0, ,15, , , , ,403243.369497,132310.930002,38.858606,-76.962631,90,,,,,,,,,,,
,244,DC-DMV @ Georgetown,"3222 M Street, NW",PSD, , , , , , , ,20, , ,20, , , , ,394471.299495,137461.790004,38.904996,-77.06374,91,,,,,,,,,,,
,245,DC-DMV @ 1205-1207 Brentwood Road,"1205 Brentwood Road, NE",PSD, , , , , , ,6,3, , ,9, , , , ,400881.969495,139147.840003,38.920201,-76.98983,92,,,,,,,,,,,
,246,DC-DMV @ 1233 Brentwood Road,"1233 Brentwood Road, NE",PSD, , , , , , ,2,13, , ,15, , , , ,400935.590495,139181.300005,38.920502,-76.989211,93,,,,,,,,,,,
,247,"DC-DMV @ 301 C Street, NW","301 C Street, NW",PSD, , , , , , ,29, , , ,29, , , , ,398565.820496,136228.179998,38.893899,-77.016532,94,,,,,,,,,,,
,248,"DC-DMV @ 95 M Street, SW","95 M Street, SW",PSD, , , , , , ,8,24, , ,32, , , , ,398972.810494,134387.209998,38.877315,-77.011838,95,,,,,,,,,,,
,249,"CFSA @ 400 6th Street, SW","400 6th Street, SW",PSD, , , , , , ,6,21, , ,27, , , , ,398316.619502,135186.059998,38.884511,-77.019402,96,,,,,,,,,,,
,250,"DHS @ 1207 Taylor Street, NW","1207 Taylor Street, NW",PSD, , , , , , ,3,7, , ,10, , , , ,397637.780497,141468.809997,38.941106,-77.027248,97,,,,,,,,,,,
,251,"DHS @ 2100 MLK Blvd, SE","2100 Martin Luther King Jr. Ave, SE",PSD, , , , , , ,3,8, , ,11, , , , ,400934.009494,133068.700004,38.865438,-76.989238,98,,,,,,,,,,,
,252,"DOES @ 609-625 H-Street, NE","609 H Street, NE",PSD, , , , , , ,4,12, , ,16, , , , ,400174.189501,136907.019996,38.900015,-76.997992,99,,,,,,,,,,,
,253,"DMH @ 821 Howard Road, SE","821 Howard Road, SE",PSD, , , , , , ,6,3, , ,9, , , , ,400169.369498,132911.510002,38.864022,-76.998048,100,,,,,,,,,,,
,254,"OCTO: ODC-2 @ 222 Mass Ave, NW","222 Mass Ave, NW",PSD, , , , , , ,5,5, , ,10, , , , ,398706.710496,136838.069998,38.899393,-77.014909,101,,,,,,,,,,,
,255,Adams Elementary School,2000 Adams Place NE,DCPS,1999, , , , , ,2,12, , ,14, , , , ,402059.652336,139019.611119,38.919044,-76.97625,102,,,,,,,,,,,
,256,Adams Place Bus Lot,2000 Adams Place NE,DCPS,1999, , , , , , ,5, , ,5, , , , ,402143.507413,138979.406629,38.918682,-76.975283,103,,,,,,,,,,,
,257,Adams Place Warehouse,2000 Adams Place NE,DCPS,1999, , , , , ,4,10, , ,14, , , , ,402059.652336,139019.611119,38.919044,-76.97625,104,,,,,,,,,,,
,258,DMH @ 1250 U-Street NW,1250 U Street NW,PSD, , , , , , , , , , , , , , , ,397481.939497,138760.450001,38.916708,-77.029035,105,,,,,,,,,,,
,259,"DC General Health Campus, Bldg 1","1900 Massachusetts Avenue, SE",PSD, , , , , , , ,14, , ,14, , , , ,402119.229496,135264.83,38.885219,-76.975574,106,,,,,,,,,,,
,260,OCFO @ 301 C-Street,301 C Street NW,PSD, , , , , , , ,11, , ,11, , , , ,398565.820496,136228.179998,38.893899,-77.016532,107,,,,,,,,,,,
,261,Transportation Bus Lot  - 5th Street,2115 5th Street NE,DCPS,2005,1,0,0,1,1,6,6,0,12,12,14,2, , ,400070.470501,138973.52,38.918631,-76.999187,108,,,,,,,,,,,
,262,Transportation Bus Lot - L Street,2nd Street & L Street SE,DCPS,1999,2,0,0,2,1,5,0,0,5,5,28,23, , ,399715.4635,134434.542997,38.877742,-77.003279,109,,,,,,,,,,,
,263,William H. Rumsey Aquatic Center,635 Nth Carolina Ave. SE,DPR, , , , , , ,0,4,0, ,4, , , , ,400257.7895,135416.139998,38.886585,-76.997029,110,,,,,,,,,,,
,264,John Wilson Building,"1350 Pennsylvania Avenue, NW",PSD, , , , , , , ,36, , ,36, , , , ,397280.140501,136350.990002,38.895002,-77.031353,111,,,,,,,,,,,
,265,DC-DMV @ Penn Branch,"3220 Pennsylvania Avenue, SE",PSD, , , , , , ,16, , , ,16, , , , ,403495.500495,133555.820003,38.86982,-76.95972,112,,,,,,,,,,,
,266,CCTV,100 Block M St NW,MPD, , , , , , , , , , , , , , ,Neighborhood,398887.814461,137533.082334,38.905655,-77.012823,113,,,,,,,,,,,
,267,CCTV,Wisconsin Ave NW and M St NW,MPD, , , , , , , , , , , , , , ,Homeland Security,394551.88585,137481.823229,38.905177,-77.062811,114,,,,,,,,,,,
,268,Static,East Capitol St NE and Benning Rd NE,MPD, , , , , , , , , , , , , , ,Red Light,405418.542979,135771.724252,38.889772,-76.937543,115,,,,,,,,,,,
,269,CCTV,600 block of I St NW,MPD, , , , , , , , , , , , , , ,Neighborhood,398186.229661,137001.850524,38.900868,-77.02091,116,,,,,,,,,,,
,270,CCTV,14th & Parkwood Pl NW,MPD, , , , , , , , , , , , , , ,Neighborhood,397162.03001,140823.980001,38.935296,-77.032733,117,,,,,,,,,,,
,271,CCTV,1300 block of Columbia Rd NW,MPD, , , , , , , , , , , , , , ,Neighborhood,397302.282525,139967.527519,38.927581,-77.031112,118,,,,,,,,,,,
,272,CCTV,Kalorama & Champlain St NW,MPD, , , , , , , , , , , , , , ,Neighborhood,396465.718746,139109.35939,38.919848,-77.040755,119,,,,,,,,,,,
,273,CCTV,Colorado & Kennedy St NW,MPD, , , , , , , , , , , , , , ,Neighborhood,397102.746459,143145.929601,38.956213,-77.033426,120,,,,,,,,,,,
,274,CCTV,Wheeler Rd & Bellevue St SE,MPD, , , , , , , , , , , , , , ,Neighborhood,401020.339999,129429.270005,38.832652,-76.988248,121,,,,,,,,,,,
,275,CCTV,Monttello Ave & Mt Olivet Rd NE,MPD, , , , , , , , , , , , , , ,Safe Cities,401301.690015,138037.710014,38.9102,-76.984992,122,,,,,,,,,,,
,276,CCTV,Monttello Ave & Queen St NE,MPD, , , , , , , , , , , , , , ,Safe Cities,401113.090016,137689.419997,38.907063,-76.987167,123,,,,,,,,,,,
,277,CCTV,Trinidad Ave & Meigs Pl NE,MPD, , , , , , , , , , , , , , ,Safe Cities,401430.530014,137698.810013,38.907147,-76.983507,124,,,,,,,,,,,
,278,CCTV,Trinidad Ave & Mt Olivet Rd NE,MPD, , , , , , , , , , , , , , ,Safe Cities,401542.630015,137904.539997,38.909,-76.982214,125,,,,,,,,,,,
,279,CCTV,1500 block Levis St NE,MPD, , , , , , , , , , , , , , ,Safe Cities,401551.99872,137402.149054,38.904474,-76.982107,126,,,,,,,,,,,
,280,CCTV,Bladensburg Rd & Neal St NE,MPD, , , , , , , , , , , , , , ,Safe Cities,401533.518304,137098.104765,38.901736,-76.982321,127,,,,,,,,,,,
,281,CCTV,Holbrook St & Neal St NE,MPD, , , , , , , , , , , , , , ,Safe Cities,401393.970016,137174.570013,38.902425,-76.98393,128,,,,,,,,,,,
,282,CCTV,Montello Ave & Morse St NE,MPD, , , , , , , , , , , , , , ,Safe Cities,400905.639998,137309.219997,38.903638,-76.989559,129,,,,,,,,,,,
,283,CCTV,Staples St & Oats St NE,MPD, , , , , , , , , , , , , , ,Safe Cities,401383.54,137312.610012,38.903668,-76.984049,130,,,,,,,,,,,
,284,CCTV,14th St & U St NW,MPD, , , , , , , , , , , , , , ,Red Light,397229.130012,138792.679999,38.916998,-77.031951,131,,,,,,,,,,,
,285,CCTV,New York Ave & 4th St NW,MPD, , , , , , , , , , , , , , ,Red Light,398596.559998,137447.010013,38.904879,-77.01618,132,,,,,,,,,,,
,286,CCTV,East Captiol St  & Benning Rd NE,MPD, , , , , , , , , , , , , , ,Red Light,405418.542979,135771.724252,38.889772,-76.937543,133,,,,,,,,,,,
,287,CCTV,Pennsylvania Ave & Minnesota Ave SE,MPD, , , , , , , , , , , , , , ,Red Light,402547.051136,133959.964571,38.873464,-76.970648,134,,,,,,,,,,,
,288,CCTV,New York Ave & Bladensburg Rd NE,MPD, , , , , , , , , , , , , , ,Red Light,402390.133952,138829.281501,38.917329,-76.972439,135,,,,,,,,,,,
,316,CCTV-0039,Dupont Circle N.W.,DDOT, , , , , , ,1, , , , , , , , ,396230.405497,137968.199998,38.909567,-77.043462,136,,,,,,,,,,,
,317,CCTV-0120,18th St. and I St. N.W.,DDOT, , , , , , ,1, , , , , , , , ,396381.513496,137053.813004,38.90133,-77.041715,137,,,,,,,,,,,
,318,Bancroft Elementary School,1755 NEWTON STREET NW,DCPS,1999,1,0,0,1,2,4,12,0,16,18,14,2, , ,396483.9295,140715.669997,38.934318,-77.040553,138,,,,,,,,,,,
,319,Ross Elementary School,1730 R STREET NW,DCPS,2003,0,1,0,1,1,1,13,0,14,14,32,18, , ,396560.150494,138281.530005,38.912391,-77.039662,139,,,,,,,,,,,
,320,CCTV-0093,17th St. and Constitution Ave. N.W.,DDOT, , , , , , ,1, , , , , , , , ,396575.006493,136029.115002,38.8921,-77.03948,140,,,,,,,,,,,
,321,CCTV-0110,17th St. (W) and Pennsylvania Ave.,DDOT, , , , , , ,1, , , , , , , , ,396577.477501,136774.008,38.898811,-77.039455,141,,,,,,,,,,,
,322,CCTV-0002,Connecticut Ave. / K St. /17th St. N.W.,DDOT, , , , , , ,1, , , , , , , , ,396577.767494,137183.619004,38.902501,-77.039454,142,,,,,,,,,,,
,323,CCTV-0121,17th St. (W) and I St. N.W.,DDOT, , , , , , ,1, , , , , , , , ,396579.2945,137054.132997,38.901334,-77.039435,143,,,,,,,,,,,
,324,CCTV-0113,Connecticut Ave and H St. N.W.,DDOT, , , , , , ,1, , , , , , , , ,396705.763501,136930.578003,38.900222,-77.037977,144,,,,,,,,,,,
,325,CCTV-0122,16th St. and I St. N.W.,DDOT, , , , , , ,1, , , , , , , , ,396830.008498,137054.823,38.901341,-77.036545,145,,,,,,,,,,,
