OBJECTID,ID,NAME,ADDRESS,DEPARTMENT,INSTALL_YEAR,PS_14,PS_32,VDRVP_W_S,TOTAL_SITE_SERVERS,MONITOR,EXTERIOR_CAM,INTERIOR_CAM,PTZ_CAM,TOTAL_STATIONARY_CAM,TOTAL_SITE_CAMERA,TOTAL_SITE_CAMERA2,AVAILABLE_CAMERA_PORT,WEB_URL,DESCRIPTION,X,Y,LATITUDE,LONGITUDE,OBJECTID_1,POINT_X,POINT_Y,INSTALL_YE,TOTAL_SITE,EXTERIOR_C,INTERIOR_C,TOTAL_STAT,TOTAL_SI_1,TOTAL_SI_2,AVAILABLE_,DESCRIPTIO
,326,CCTV-0059,16th St. and K St. N.W.,DDOT, , , , , , ,1, , , , , , , , ,396830.6555,137186.125996,38.902524,-77.036538,146,,,,,,,,,,,
,327,CCTV-0013,16th St. and U St. N.W.,DDOT, , , , , , ,1, , , , , , , , ,396834.916495,138794.46,38.917012,-77.036496,147,,,,,,,,,,,
,328,CCTV-0014,16th St. and Harvard St. and Mount Pleasant N.W.,DDOT, , , , , , ,1, , , , , , , , ,396836.009494,139848.449996,38.926507,-77.036489,148,,,,,,,,,,,
,329,CCTV-0017,16th St. and Upshur St. N.W.,DDOT, , , , , , ,1, , , , , , , , ,396840.804499,141554.417999,38.941875,-77.036441,149,,,,,,,,,,,
,330,CCTV-0058,16th St. and Colorado Ave. N.W.,DDOT, , , , , , ,1, , , , , , , , ,396843.252494,142738.012998,38.952537,-77.036418,150,,,,,,,,,,,
,331,CCTV-0108,16th St. and Alaska Ave. N.W.,DDOT, , , , , , ,1, , , , , , , , ,396846.818495,145218.998997,38.974887,-77.036389,151,,,,,,,,,,,
,332,CCTV-0057,16th St. and Kalmia Rd. N.W.,DDOT, , , , , , ,1, , , , , , , , ,396848.776502,146411.808995,38.985632,-77.036372,152,,,,,,,,,,,
,333,CCTV-0022,16th St. and Military Rd./Missouri Ave. N.W.,DDOT, , , , , , ,1, , , , , , , , ,396849.1375,143831.892005,38.962391,-77.036356,153,,,,,,,,,,,
,334,CCTV-0056,16th St and N. Portal St. N.W.,DDOT, , , , , , ,1, , , , , , , , ,396853.896501,147149.736999,38.992279,-77.036316,154,,,,,,,,,,,
,335,CCTV-0016,16th St. and Irving St. N.W.,DDOT, , , , , , ,1, , , , , , , , ,396860.950493,140091.121998,38.928693,-77.036202,155,,,,,,,,,,,
,336,DPR Headquarters,3149 16th St. NW,DPR, , , , , , ,2,0,2, ,2, , , , ,396869.350499,140252.710003,38.930149,-77.036106,156,,,,,,,,,,,
,337,Penn Center (Lincoln) Middle School,3101 16TH STREET NW,DCPS, , , , , , ,8,8, , ,16, , , , ,396890.800501,140185.590005,38.929544,-77.035858,157,,,,,,,,,,,
,338,Bell Multicultural Senior High School,3101 16TH STREET NW,DCPS,2006,0,0,4,4,2,12,92,3,101,115,128,24, , ,396890.800501,140185.590005,38.929544,-77.035858,158,,,,,,,,,,,
,339,CCTV-0114,Vermont Ave. and H St. N.W.,DDOT, , , , , , ,1, , , , , , , , ,396953.243499,136928.557,38.900204,-77.035124,159,,,,,,,,,,,
,289,CCTV,New York Ave & Bladensburg Rd NE,MPD, , , , , , , , , , , , , , ,Red Light,402390.133952,138829.281501,38.917329,-76.972439,160,,,,,,,,,,,
,290,CCTV,North Capitol St  & Harewood Pl NE,MPD, , , , , , , , , , , , , , ,Red Light,399303.514205,141609.95648,38.942381,-77.008034,161,,,,,,,,,,,
,291,CCTV,North Capitol St& Gallatin St NW,MPD, , , , , , , , , , , , , , ,Red Light,399219.270013,142722.980002,38.952407,-77.009007,162,,,,,,,,,,,
,292,CCTV,North Capitol St & Missouri Ave NE,MPD, , , , , , , , , , , , , , ,Red Light,399215.910013,142990.310018,38.954815,-77.009046,163,,,,,,,,,,,
,293,CCTV,K & 25th St NW,MPD, , , , , , , , , , , , , , ,Red Light,395376.196858,137187.332476,38.902528,-77.053306,164,,,,,,,,,,,
,294,CCTV,Mt Olivet Rd & West Virginia Ave NE,MPD, , , , , , , , , , , , , , ,Red Light,401233.899998,138068.130014,38.910474,-76.985773,165,,,,,,,,,,,
,295,CCTV,South Captiol St  ramp before I St SW,MPD, , , , , , , , , , , , , , ,Red Light,399214.020318,134605.879515,38.879286,-77.009058,166,,,,,,,,,,,
,296,CCTV,Georgia Ave & Missouri Ave NW,MPD, , , , , , , , , , , , , , ,Red Light,397570.584732,143678.729826,38.961014,-77.028031,167,,,,,,,,,,,
,297,CCTV,Suitland PKWY & Stanton Rd SE,MPD, , , , , , , , , , , , , , ,Red Light,401449.342592,131721.086041,38.853297,-76.983303,168,,,,,,,,,,,
,298,CCTV,Suitland PKWY &  Firth Sterling  SE,MPD, , , , , , , , , , , , , , ,Red Light,400196.206719,132727.934202,38.862369,-76.997739,169,,,,,,,,,,,
,299,CCTV,12th St  & Constitution Ave NW,MPD, , , , , , , , , , , , , , ,Red Light,397558.981244,136027.093532,38.892085,-77.028137,170,,,,,,,,,,,
,300,Birney Elementary School,2501 MARTIN LUTHER KING JR AVENUE SE,DCPS,1999,2,0,0,2,2,2,12,0,14,14,28,14, , ,400403.190496,132438.56,38.859762,-76.995355,171,,,,,,,,,,,
,301,CCTV-0055,Macarthur Blvd. and Arizona Ave. N.W.,DDOT, , , , , , ,1, , , , , , , , ,390978.536499,139948.060996,38.927364,-77.104041,172,,,,,,,,,,,
,302,CCTV-0012,Georgia Ave. and Irving St. N.W.,DDOT, , , , , , ,1, , , , , , , , ,397986.017496,140129.316003,38.929041,-77.023227,173,,,,,,,,,,,
,303,CCTV-0080,7th St. and H St. N.W.,DDOT, , , , , , ,1, , , , , , , , ,398097.441499,136885.31,38.899818,-77.021933,174,,,,,,,,,,,
,304,CCTV-0129,I-295 south @ blue plans,DDOT, , , , , , ,1, , , , , , , , ,398180.639494,127248.338,38.813004,-77.020948,175,,,,,,,,,,,
,305,Francis Junior High School,2425 N STREET NW,DCPS,2005,0,0,1,1,2,7,19,0,26,32,32,6, , ,395461.9495,137735.740001,38.907469,-77.052321,176,,,,,,,,,,,
,306,CCTV-0030,Connecticut Ave. and Calvert St. N.W.,DDOT, , , , , , ,1, , , , , , , , ,395533.450502,139518.767003,38.923532,-77.051508,177,,,,,,,,,,,
,307,CCTV-0073,Washington Circle N.W.,DDOT, , , , , , ,1, , , , , , , , ,395539.423493,137235.328998,38.902962,-77.051425,178,,,,,,,,,,,
,308,CCTV-0094,23rd  St./ and Constitution Ave.,DDOT, , , , , , ,1, , , , , , , , ,395647.624501,136028.926003,38.892095,-77.050169,179,,,,,,,,,,,
,309,CCTV-0106,Virginia Ave. and E St. N.W.,DDOT, , , , , , ,1, , , , , , , , ,395834.390496,136464.007004,38.896015,-77.048019,180,,,,,,,,,,,
,310,Stevens Elementary School,1050 21ST STREET NW,DCPS,2003,0,1,0,1,1,5,9,0,14,14,32,18, , ,395937.790496,137257.379995,38.903162,-77.046832,181,,,,,,,,,,,
,311,CCTV-0112,"21st St., Pennsylvania Ave. and I St. N.W.",DDOT, , , , , , ,1, , , , , , , , ,395950.190501,137051.792001,38.90131,-77.046688,182,,,,,,,,,,,
,312,CCTV-0071,21st St. and K St. N.W.,DDOT, , , , , , ,1, , , , , , , , ,395953.728497,137188.128998,38.902538,-77.046648,183,,,,,,,,,,,
,313,CCTV-0049,Connecticut Ave. and Florida Ave. N.W.,DDOT, , , , , , ,1, , , , , , , , ,395999.546498,138501.967002,38.914374,-77.046127,184,,,,,,,,,,,
,314,CCTV-0103,20th St. and Constitution Ave. N.W.,DDOT, , , , , , ,1, , , , , , , , ,396102.6935,136029.610001,38.892103,-77.044924,185,,,,,,,,,,,
,315,CCTV-0111,19th St. and H St. N.W.,DDOT, , , , , , ,1, , , , , , , , ,396228.9855,136928.557,38.900201,-77.043473,186,,,,,,,,,,,
,369,Ferebee-Hope Elementary School,3999 8TH STREET SE,DCPS,2003,0,1,0,1,1,3,11,0,14,30,32,18, , ,400419.940493,129394.950004,38.832344,-76.995163,187,,,,,,,,,,,
,370,CCTV-0063,Pennsylvania Ave. and 8th St. S.E.,DDOT, , , , , , ,1, , , , , , , , ,400436.628497,135149.495997,38.884183,-76.994968,188,,,,,,,,,,,
,371,Southeast Tennis and Learning Center,701 Mississippi Ave. SE,DPR, , , , , , ,4,5,0, ,16, , , , ,400473.399498,130079.579997,38.838511,-76.994547,189,,,,,,,,,,,
,372,M.C. Terrell/McGogney Elementary School,3301 WHEELER ROAD SE,DCPS,1999,1,0,0,1,2,5,9,0,14,23,14,0, , ,400512.1605,130413.480002,38.841519,-76.994101,190,,,,,,,,,,,
,373,Hardy Middle School @ Hamilton School,1401 BRENTWOOD PARKWAY NE,DCPS,2008,0,0,2,2,2,8,56,2,62,64,64,0, , ,400515.700501,137977.749996,38.909661,-76.994054,191,,,,,,,,,,,
,374,Hamilton Center @ Hamilton School,1401 BRENTWOOD PARKWAY NE,DCPS,1999,0,1,0,1,2,10,18,0,28,28,32,4, , ,400515.700501,137977.749996,38.909661,-76.994054,192,,,,,,,,,,,
,375,Savoy Elementary School,2400 SHANNON PLACE SE,DCPS,2008,0,0,2,2,1,10,46,0,56,72,64,8, , ,400555.0805,132781.57,38.862852,-76.993604,193,,,,,,,,,,,
,376,Prospect Learning Center,920 F STREET NE,DCPS,1999,0,1,0,1,2,2,14,0,16,16,32,16, , ,400591.349496,136634.980004,38.897565,-76.993183,194,,,,,,,,,,,
,377,Sherwood Recreation Center,640 10th St. NE,DPR, , , , , , ,4,3,0, ,7, , , , ,400605.759499,136743.840003,38.898545,-76.993017,195,,,,,,,,,,,
,378,Turkey Thicket Recreation Center,1100 Michigan Ave. NE,DPR, , , , , , ,9,4,0, ,13, , , , ,400641.560498,141130.750001,38.938064,-76.9926,196,,,,,,,,,,,
,379,Luke Moore Academy Senior High School,1001 MONROE STREET NE,DCPS,2007,0,0,2,2,2,11,41,2,50,50,64,12, , ,400666.1325,140488.247999,38.932276,-76.992317,197,,,,,,,,,,,
,380,Draper Elementary School,908 WAHLER PLACE SE,DCPS,2003,0,1,0,1,1,3,11,0,14,14,32,18, , ,400671.250495,129615.24,38.834328,-76.992269,198,,,,,,,,,,,
,381,Noyes Elementary School,2725 10TH STREET NE,DCPS, , , , , , ,10,18, , ,28, , , , ,400707.330501,139700.260003,38.925178,-76.991843,199,,,,,,,,,,,
,382,Brookland Elementary School,1150 MICHIGAN AVENUE NE,DCPS,2003,0,1,0,1,1,3,11,0,14,32,32,18, , ,400775.130499,141176.410004,38.938475,-76.991059,200,,,,,,,,,,,
,383,CCTV-0084,9th St. Ramp and New York Ave. N.E. (Brentwood Pkwy),DDOT, , , , , , ,1, , , , , , , , ,400802.748495,138435.196996,38.913781,-76.990744,201,,,,,,,,,,,
,384,Maury Elementary School,1250 CONSTITUTION AVENUE NE,DCPS,2003,0,1,0,1,1,3,11,0,14,14,32,18, , ,400984.000495,136037.819997,38.892185,-76.988658,202,,,,,,,,,,,
,385,CHOICE Academy Senior High School @ Douglass,2600 DOUGLASS PLACE SE,DCPS, , , , , , , , , , , , , , , ,401037.240501,132089.75,38.856619,-76.98805,203,,,,,,,,,,,
,386,Douglass Transitional Academy,2600 DOUGLASS PLACE SE,DCPS,1999,0,1,0,1,2,5,23,0,28,28,32,4, , ,401037.240501,132089.75,38.856619,-76.98805,204,,,,,,,,,,,
,387,Slowe Elementary School,1404 JACKSON STREET NE,DCPS,2003,0,1,0,1,1,4,10,0,14,14,32,18, , ,401138.940502,140191.850002,38.929606,-76.986865,205,,,,,,,,,,,
,388,Malcolm X Elementary School,1351 ALABAMA AVENUE SE,DCPS,2003,0,1,0,1,1,5,9,0,14,14,32,18, , ,401202.630496,130797.63,38.844979,-76.986147,206,,,,,,,,,,,
,389,Wilkinson Elementary School,2330 POMEROY ROAD SE,DCPS,2003,0,1,0,1,1,8,6,0,14,14,32,18, , ,401254.170494,132114.800002,38.856844,-76.98555,207,,,,,,,,,,,
,390,Bunker Hill Elementary School,1401 MICHIGAN AVENUE NE,DCPS,2003,0,1,0,1,1,3,11,0,14,32,32,18, , ,401300.7705,141569.109997,38.942012,-76.984996,208,,,,,,,,,,,
,391,DC Records Center,1300 Naylor Court NW,PSD, , , , , , ,7,7, , ,14, , , , ,397850.449495,137783.360008,38.907907,-77.024783,209,,,,,,,,,,,
,392,Consumer and Regulatory Affairs,1900 Massachusetts Avenue SE,PSD, , , , , , , ,6, , ,6, , , , ,402119.230499,135264.83,38.885219,-76.975574,210,,,,,,,,,,,
,393,Johnson Junior High School,1400 BRUCE PLACE SE,DCPS,1999,0,1,0,1,2,2,26,0,28,52,32,4, , ,401414.570501,131503.420002,38.851337,-76.983704,211,,,,,,,,,,,
,394,CCTV-0031,15th St. and H St. and Benning and Bladensburg Rd N.E.,DDOT, , , , , , ,1, , , , , , , , ,401437.9915,136919.374005,38.900126,-76.983423,212,,,,,,,,,,,
,395,Green Elementary School,1500 MISSISSIPPI AVENUE SE,DCPS,2003,0,1,0,1,1,4,11,0,15,15,32,17, , ,401441.250498,130427.600002,38.841645,-76.983399,213,,,,,,,,,,,
,396,Anacostia Senior High School,1601 16TH STREET SE,DCPS,1999,0,2,0,2,2,8,56,0,64,63,64,0, , ,401468.560498,133584.500005,38.870084,-76.983077,214,,,,,,,,,,,
,397,Moten Elementary School,1565 MORRIS ROAD SE,DCPS,2003,0,1,0,1,1,4,10,0,14,14,32,18, , ,401480.430493,132093.890004,38.856656,-76.982944,215,,,,,,,,,,,
,398,Brentwood Recreation Center,2311 14th ST. NE,DPR, , , , , , ,2,5,0, ,7, , , , ,401481.380499,139241.019999,38.92104,-76.982917,216,,,,,,,,,,,
,399,Miner Elementary School,601 15TH STREET NE,DCPS,2003,0,1,0,1,1,10,18,0,28,28,32,4, , ,401483.000501,136614.120002,38.897376,-76.982904,217,,,,,,,,,,,
,147,CCTV,400 block 16th St NE,MPD, , , , , , , , , , , , , , ,Neighborhood,401546.0386,136447.211399,38.895872,-76.982178,218,,,,,,,,,,,
,148,CCTV,4th St & L St NE ,MPD, , , , , , , , , , , , , , ,Neighborhood,399960.013199,137333.015501,38.903853,-77.000461,219,,,,,,,,,,,
,149,CCTV,8th & H St NE,MPD, , , , , , , , , , , , , , ,Neighborhood,400484.289699,136926.851699,38.900194,-76.994417,220,,,,,,,,,,,
,150,CCTV,K St & Potomac Ave SE,MPD, , , , , , , , , , , , , , ,Neighborhood,400877.852399,134517.128101,38.878486,-76.989883,221,,,,,,,,,,,
,151,CCTV, K St & North Capitol St NW,MPD, , , , , , , , , , , , , , ,Neighborhood,399199.120601,137169.318999,38.902378,-77.009233,222,,,,,,,,,,,
,152,CCTV,7th St & H St NW,MPD, , , , , , , , , , , , , , ,Neighborhood,398087.034401,136892.5445,38.899883,-77.022053,223,,,,,,,,,,,
,153,CCTV,Wisconsin Ave & P St NW,MPD, , , , , , , , , , , , , , ,Neighborhood,394413.2026,137929.7681,38.909211,-77.064414,224,,,,,,,,,,,
,154,CCTV,1400 block R St NW,MPD, , , , , , , , , , , , , , ,Neighborhood,397144.9842,138307.2939,38.912625,-77.032919,225,,,,,,,,,,,
,155,CCTV,11th St & N St NW,MPD, , , , , , , , , , , , , , ,Neighborhood,397661.7638,137599.447101,38.90625,-77.026958,226,,,,,,,,,,,
,156,CCTV,14th & Oak St NW,MPD, , , , , , , , , , , , , , ,Neighborhood,397170.6335,140671.0996,38.933919,-77.032633,227,,,,,,,,,,,
,157,CCTV,14th & Columbia Road NW,MPD, , , , , , , , , , , , , , ,Neighborhood,397192.052301,139947.093599,38.927397,-77.032383,228,,,,,,,,,,,
,158,CCTV,14th & Girard St NW,MPD, , , , , , , , , , , , , , ,Neighborhood,397142.8145,139744.8536,38.925575,-77.03295,229,,,,,,,,,,,
,159,CCTV,14th & W St NW,MPD, , , , , , , , , , , , , , ,Neighborhood,397243.240299,139033.4757,38.919167,-77.031789,230,,,,,,,,,,,
,160,CCTV,17th & Euclid St NW,MPD, , , , , , , , , , , , , , ,Neighborhood,396621.2055,139467.5378,38.923075,-77.038964,231,,,,,,,,,,,
,161,CCTV,2400 block 18th St NW,MPD, , , , , , , , , , , , , , ,Neighborhood,396372.739899,139224.3172,38.920883,-77.041828,232,,,,,,,,,,,
,162,CCTV,5th & N St NW,MPD, , , , , , , , , , , , , , ,Neighborhood,398363.8321,137720.158801,38.907339,-77.018864,233,,,,,,,,,,,
,163,CCTV,5th & O St NW,MPD, , , , , , , , , , , , , , ,Neighborhood,398346.776,137867.248201,38.908664,-77.019061,234,,,,,,,,,,,
,164,CCTV,7th & O St NW,MPD, , , , , , , , , , , , , , ,Neighborhood,398088.052301,137874.744001,38.908731,-77.022044,235,,,,,,,,,,,
,165,CCTV,9th & T St NW,MPD, , , , , , , , , , , , , , ,Neighborhood,397924.433301,138714.340701,38.916294,-77.023933,236,,,,,,,,,,,
,166,CCTV,Georgia Ave & Morton St NW,MPD, , , , , , , , , , , , , , ,Neighborhood,397937.115299,140455.9499,38.931983,-77.023792,237,,,,,,,,,,,
,167,CCTV,Sherman & Harvard St NW,MPD, , , , , , , , , , , , , , ,Neighborhood,397759.211999,139897.291901,38.92695,-77.025842,238,,,,,,,,,,,
,168,CCTV,14th & Quincy St NW,MPD, , , , , , , , , , , , , , ,Neighborhood,397171.210799,141073.506201,38.937544,-77.032628,239,,,,,,,,,,,
,169,CCTV,1st & Kennedy St NW,MPD, , , , , , , , , , , , , , ,Neighborhood,399019.879299,143193.111001,38.956642,-77.011308,240,,,,,,,,,,,
,170,CCTV,3700 block Georgia Avenue NW,MPD, , , , , , , , , , , , , , ,Neighborhood,397898.2373,140980.2544,38.936706,-77.024242,241,,,,,,,,,,,
,171,CCTV,4th & Shepherd St NW,MPD, , , , , , , , , , , , , , ,Neighborhood,398515.3423,141335.3427,38.939906,-77.017125,242,,,,,,,,,,,
,172,CCTV,4th St & Blair Road NW,MPD, , , , , , , , , , , , , , ,Neighborhood,398436.4311,145189.486801,38.974625,-77.018044,243,,,,,,,,,,,
,173,CCTV,5th St & Kennedy St NW,MPD, , , , , , , , , , , , , , ,Neighborhood,398284.7857,143179.3601,38.956517,-77.019789,244,,,,,,,,,,,
,174,CCTV,6th St & Riggs Road NE ,MPD, , , , , , , , , , , , , , ,Neighborhood,400081.123101,143648.7437,38.960747,-76.999064,245,,,,,,,,,,,
,175,CCTV,9th & Kennedy St NW,MPD, , , , , , , , , , , , , , ,Neighborhood,397778.945301,143164.055599,38.956378,-77.025625,246,,,,,,,,,,,
,176,CCTV,1200 block Meigs Place NE,MPD, , , , , , , , , , , , , , ,Neighborhood,401233.0982,137799.900599,38.908058,-76.985783,247,,,,,,,,,,,
,177,CCTV,14th St & Saratoga Ave,MPD, , , , , , , , , , , , , , ,Neighborhood,401211.8668,139379.323799,38.922286,-76.986025,248,,,,,,,,,,,
,178,CCTV,1st St & O St NW,MPD, , , , , , , , , , , , , , ,Neighborhood,398942.5514,137898.2285,38.908944,-77.012192,249,,,,,,,,,,,
,179,CCTV,North Capitol & Seaton PL NW,MPD, , , , , , , , , , , , , , ,Neighborhood,399208.106701,138554.145301,38.914853,-77.009131,250,,,,,,,,,,,
,180,CCTV,1700 block Lincoln Road NE,MPD, , , , , , , , , , , , , , ,Neighborhood,399279.641099,138395.951601,38.913428,-77.008306,251,,,,,,,,,,,
,181,CCTV,1800 block Benning Road NE,MPD, , , , , , , , , , , , , , ,Neighborhood,401977.525,136804.975001,38.899094,-76.977203,252,,,,,,,,,,,
,182,CCTV,18th Place & M St NE,MPD, , , , , , , , , , , , , , ,Neighborhood,401979.074301,137547.5084,38.905783,-76.977183,253,,,,,,,,,,,
,63,Columbia Road Apartments,1475 Columbia Rd NW,DCHA, , , , , , , ,11, , , , , , , ,396957.329994,139968.970002,38.927593,-77.03509,254,,,,,,,,,,,
,64,Fort Lincoln Apartments,2855 Bladensburg Rd NE,DCHA, , , , , , ,6,20, , , , , , , ,403387.219997,140020.950001,38.92806,-76.960936,255,,,,,,,,,,,
,65,Garfield Terrace,2301 11th Street NW,DCHA, , , , , , ,22, , , , , , , , ,397760.499995,139291.000004,38.921488,-77.025825,256,,,,,,,,,,,
,66,Garfield Senior,2301 11th Street NW,DCHA, , , , , , ,9,15, , , , , , , ,397760.499995,139291.000004,38.921488,-77.025825,257,,,,,,,,,,,
,67,Greenleaf Senior,1200 Delaware Ave SW,DCHA, , , , , , ,7,49, , , , , , , ,398849.560001,134233.649995,38.875932,-77.013258,258,,,,,,,,,,,
,68,Horizon House,1170 12th St NW,DCHA, , , , , , ,4,30, , , , , , , ,397545.529994,137506.160001,38.905409,-77.028298,259,,,,,,,,,,,
,69,James Apartments,1265 Half Street SW,DCHA, , , , , , ,4,36, , , , , , , ,399057.529997,134106.350004,38.874785,-77.010861,260,,,,,,,,,,,
,70,Judiciary House,461 H St NW,DCHA, , , , , , ,5,36, , , , , , , ,398440.689998,136908.12,38.900024,-77.017976,261,,,,,,,,,,,
,71,Kelly Miller,2125 4th St NW,DCHA, , , , , , ,64, , , , , , , , ,398490.769996,139039.130002,38.919221,-77.017403,262,,,,,,,,,,,
,72,Ledroit Apartments,2125 4th St NW,DCHA, , , , , , ,4,32, , , , , , , ,398490.769996,139039.130002,38.919221,-77.017403,263,,,,,,,,,,,
,73,Lincoln Road Apartments,11 R St NE,DCHA, , , , , , ,4,11, , , , , , , ,399271.159997,138279.399999,38.912378,-77.008404,264,,,,,,,,,,,
,74,Park Morton,617 Morton St NW,DCHA, , , , , , ,51, , , , , , , , ,398080.93,140495.429997,38.932339,-77.022133,265,,,,,,,,,,,
,75,Regency House Apartments,5201 Connecticut Ave NW,DCHA, , , , , , , ,31, , , , , , , ,393835.500002,143332.989996,38.957881,-77.071123,266,,,,,,,,,,,
,76,Sibley Plaza,1140 North Capitol St NW,DCHA, , , , , , ,5,49, , , , , , , ,399177.099997,137473.679995,38.90512,-77.009487,267,,,,,,,,,,,
,77,UCC,2700 Martin Luther King Jr Ave SW,PSD, , , , , , ,46,29, , ,75, , , , ,400417.524308,131789.109759,38.853911,-76.99519,268,,,,,,,,,,,
,78,Greenleaf Gardens/Family (Enhancement Center),203 N St SW,DCHA, , , , , , ,4,6, , , , , , , ,398792.679993,134136.070001,38.875053,-77.013913,269,,,,,,,,,,,
,79,Building 825,825 North Capital NE,DCPS,2003, , , , , , ,28, , ,28, , , , ,399267.369502,137018.38,38.901018,-77.008446,270,,,,,,,,,,,
,80,Fletcher Johnson Middle School,4650 Benning Road SE,DCPS, , , , , , ,4,24, , ,28, , , , ,405742.680496,135126.890006,38.883961,-76.933812,271,,,,,,,,,,,
,81,Kramer Annex,1700 Q Street SE,DCPS,1999, , , , , ,6,8, , ,14, , , , ,401720.710498,133718.02,38.871286,-76.980171,272,,,,,,,,,,,
,82,Lewis Elementary School,300 Bryant Street NW,DCPS,2003, , , , , ,2,12, , ,14, , , , ,398648.830497,139173.329999,38.92043,-77.015581,273,,,,,,,,,,,
,83,Logan Center,215 G Street NE,DCPS,2003, , , , , ,9,19, , ,14, , , , ,399777.369625,136742.119627,38.89853,-77.002566,274,,,,,,,,,,,
,84,Mary Reed Elementary School,1250 Constitution Avenue NE,DCPS,2003, , , , , ,7,7, , ,14, , , , ,400984.0005,136037.819999,38.892185,-76.988658,275,,,,,,,,,,,
,85,McGogney Elementary School,3400 Wheeler Road SE,DCPS,2003, , , , , , ,14, , ,14, , , , ,400604.460488,130274.710013,38.840269,-76.993037,276,,,,,,,,,,,
,86,Shadd Elementary School,5601 E Capitol Street SE,DCPS,2003, , , , , ,3,11, , ,14, , , , ,406789.330498,135740.320004,38.889479,-76.921743,277,,,,,,,,,,,
,87,Terrell Junior High School,1000 1st Street NW,DCPS,2003, , , , , , ,25, , ,25, , , , ,398901.700499,137317.15,38.903709,-77.012662,278,,,,,,,,,,,
,88,Van Ness Elementary School,100 L Street NW,DCPS,1999, , , , , ,1,13, , ,14, , , , ,398870.4305,137323.65,38.903768,-77.013023,279,,,,,,,,,,,
,89,CCTV-0040,Wisconsin ave. and Western Ave. N.W.,DDOT, , , , , , ,1, , , , , , , , ,392573.182496,143656.776004,38.960788,-77.085691,280,,,,,,,,,,,
,90,CCTV-0050,Wisconsin Ave. and Ellicott St N.W.,DDOT, , , , , , ,1, , , , , , , , ,392897.510493,142832.747995,38.953368,-77.08194,281,,,,,,,,,,,
,91,Janney Elementary School,4130 ALBEMARLE STREET NW,DCPS,2003,0,1,0,1,1,5,9,0,14,60,32,18, , ,392978.880493,142186.879996,38.94755,-77.080995,282,,,,,,,,,,,
,92,Stoddert Elementary School,4001 CALVERT STREET NW,DCPS,2003,0,1,0,1,1,5,10,0,15,46,32,17, , ,393143.050495,139466.379998,38.923044,-77.079074,283,,,,,,,,,,,
,93,CCTV-0051,Wisconsin Ave. and Tenley Circle/Nebraska Ave. N.W.,DDOT, , , , , , ,1, , , , , , , , ,393195.314495,142031.743001,38.946154,-77.078497,284,,,,,,,,,,,
,94,CCTV-0090,Florida Ave. and Rhode Island Ave. N.W.,DDOT, , , , , , ,1, , , , , , , , ,398521.219502,138484.092002,38.914221,-77.017051,285,,,,,,,,,,,
,183,CCTV,18th St & M St NE,MPD, , , , , , , , , , , , , , ,Neighborhood,401890.604901,137538.2731,38.9057,-76.978203,286,,,,,,,,,,,
,184,CCTV,21st St & Maryland Ave NE,MPD, , , , , , , , , , , , , , ,Neighborhood,402237.865101,137353.6461,38.904036,-76.9742,287,,,,,,,,,,,
,185,CCTV,3700 block 12th St NE,MPD, , , , , , , , , , , , , , ,Neighborhood,400755.513,140813.1652,38.935203,-76.991286,288,,,,,,,,,,,
,186,CCTV,3700 block 12th St NE,MPD, , , , , , , , , , , , , , ,Neighborhood,400775.276301,140859.346699,38.935619,-76.991058,289,,,,,,,,,,,
,187,CCTV,4th St & W St NE,MPD, , , , , , , , , , , , , , ,Neighborhood,399959.328099,139045.3178,38.919278,-77.000469,290,,,,,,,,,,,
,188,CCTV,14th St & Good Hope Rd SE,MPD, , , , , , , , , , , , , , ,Neighborhood,401280.586999,133227.054,38.866864,-76.985244,291,,,,,,,,,,,
,189,CCTV,1500 block Kenilworth Ave NE,MPD, , , , , , , , , , , , , , ,Neighborhood,405591.687801,138128.0323,38.910997,-76.935528,292,,,,,,,,,,,
,190,CCTV,28th St & Texas Ave SE,MPD, , , , , , , , , , , , , , ,Neighborhood,402806.911201,133327.909401,38.867769,-76.967656,293,,,,,,,,,,,
